time,open,high,low,close,volume
2017-10-11 10:15:00,159.5,159.5,159.4,159.4,46611.0
2017-10-11 10:30:00,159.4,159.6,159.4,159.5,36414.0
2017-10-11 10:45:00,159.5,160.1,159.5,160.1,119196.0
2017-10-11 11:00:00,160.0,160.3,160.0,160.1,44818.0
2017-10-11 11:15:00,160.1,160.1,159.9,160.0,43335.0
2017-10-11 11:30:00,160.1,160.3,160.1,160.3,40921.0
2017-10-11 11:45:00,160.3,160.3,160.0,160.0,34810.0
2017-10-11 12:00:00,160.0,160.1,160.0,160.1,35608.0
2017-10-11 12:15:00,160.2,160.2,160.1,160.2,33326.0
2017-10-11 12:30:00,160.2,160.2,160.0,160.1,36772.0
2017-10-11 12:45:00,160.0,160.1,160.0,160.1,32269.0
2017-10-11 13:00:00,160.2,160.3,160.2,160.3,49883.0
2017-10-11 13:15:00,160.3,160.3,160.1,160.1,28593.0
2017-10-11 13:30:00,160.1,160.1,160.0,160.1,22741.0
2017-10-11 13:45:00,160.0,160.0,159.8,160.0,82478.0
2017-10-11 14:00:00,159.9,159.9,159.8,159.9,17885.0
2017-10-11 14:15:00,159.9,160.1,159.9,160.0,56920.0
2017-10-11 14:30:00,160.0,160.1,160.0,160.1,13094.0
2017-10-11 14:45:00,160.1,160.2,160.1,160.2,52539.0
2017-10-11 15:00:00,160.1,160.1,159.8,159.9,57757.0
2017-10-11 15:15:00,159.9,160.0,159.8,159.8,40538.0
2017-10-11 15:30:00,159.8,159.9,159.4,159.4,108090.0
2017-10-11 15:45:00,159.4,159.5,159.2,159.4,117939.0
2017-10-11 16:00:00,159.4,159.5,159.3,159.4,100609.0
2017-10-11 16:15:00,159.4,159.7,159.4,159.7,774508.0
2017-10-12 09:00:00,159.6,160.1,159.6,159.8,134920.0
2017-10-12 09:15:00,159.8,159.9,159.4,159.9,122828.0
2017-10-12 09:30:00,159.9,160.0,159.6,159.6,69289.0
2017-10-12 09:45:00,159.7,159.7,159.5,159.6,98289.0
2017-10-12 10:00:00,159.6,159.6,159.2,159.5,105649.0
2017-10-12 10:15:00,159.5,159.6,159.4,159.6,39613.0
2017-10-12 10:30:00,159.5,159.7,159.5,159.7,46156.0
2017-10-12 10:45:00,159.7,159.7,159.6,159.7,40437.0
2017-10-12 11:00:00,159.8,159.9,159.7,159.8,57309.0
2017-10-12 11:15:00,159.8,159.9,159.8,159.8,12588.0
2017-10-12 11:30:00,159.8,160.0,159.8,159.9,56091.0
2017-10-12 11:45:00,159.9,159.9,159.8,159.8,30129.0
2017-10-12 12:00:00,159.8,159.9,159.7,159.8,17431.0
2017-10-12 12:15:00,159.7,159.9,159.6,159.8,22984.0
2017-10-12 12:30:00,159.8,159.8,159.8,159.8,11400.0
2017-10-12 12:45:00,159.8,159.9,159.7,159.7,16274.0
2017-10-12 13:00:00,159.7,159.8,159.6,159.6,15573.0
2017-10-12 13:15:00,159.6,159.7,159.5,159.6,21361.0
2017-10-12 13:30:00,159.6,159.6,159.5,159.6,18422.0
2017-10-12 13:45:00,159.7,159.7,159.6,159.7,15612.0
2017-10-12 14:00:00,159.7,159.8,159.7,159.8,10041.0
2017-10-12 14:15:00,159.7,159.8,159.7,159.7,12679.0
2017-10-12 14:30:00,159.7,159.85,159.6,159.7,37559.0
2017-10-12 14:45:00,159.7,159.7,159.7,159.7,12476.0
2017-10-12 15:00:00,159.7,159.7,159.6,159.6,27989.0
2017-10-12 15:15:00,159.6,159.8,159.6,159.8,46172.0
2017-10-12 15:30:00,159.8,159.8,159.5,159.7,99733.0
2017-10-12 15:45:00,159.6,159.8,159.6,159.8,136467.0
2017-10-12 16:00:00,159.9,160.0,159.8,159.9,190096.0
2017-10-12 16:15:00,160.0,160.0,159.7,159.7,681478.0
2017-10-13 09:00:00,159.4,159.8,159.2,159.8,171418.0
2017-10-13 09:15:00,159.7,159.7,159.4,159.5,73302.0
2017-10-13 09:30:00,159.6,159.8,159.6,159.7,118047.0
2017-10-13 09:45:00,159.8,159.9,159.7,159.7,96171.0
2017-10-13 10:00:00,159.8,160.0,159.8,159.9,44431.0
2017-10-13 10:15:00,159.9,160.0,159.9,160.0,69200.0
2017-10-13 10:30:00,159.9,159.9,159.7,159.7,50131.0
2017-10-13 10:45:00,159.7,159.7,159.6,159.7,51933.0
2017-10-13 11:00:00,159.7,159.8,159.6,159.7,50223.0
2017-10-13 11:15:00,159.7,159.7,159.6,159.7,30130.0
2017-10-13 11:30:00,159.7,159.7,159.7,159.7,32740.0
2017-10-13 11:45:00,159.7,159.7,159.6,159.7,7702.0
2017-10-13 12:00:00,159.7,159.8,159.7,159.8,40995.0
2017-10-13 12:15:00,159.8,160.3,159.8,160.2,81731.0
2017-10-13 12:30:00,160.1,160.1,159.9,159.9,51633.0
2017-10-13 12:45:00,159.9,160.0,159.8,159.9,37989.0
2017-10-13 13:00:00,160.0,160.2,160.0,160.2,82131.0
2017-10-13 13:15:00,160.1,160.4,160.1,160.4,55682.0
2017-10-13 13:30:00,160.4,160.4,160.3,160.3,52717.0
2017-10-13 13:45:00,160.4,160.4,160.1,160.2,49141.0
2017-10-13 14:00:00,160.2,160.3,160.1,160.2,51392.0
2017-10-13 14:15:00,160.1,160.3,160.1,160.3,50911.0
2017-10-13 14:30:00,160.2,160.3,160.1,160.2,56352.0
2017-10-13 14:45:00,160.3,160.3,160.2,160.3,31700.0
2017-10-13 15:00:00,160.2,160.3,160.1,160.2,36991.0
2017-10-13 15:15:00,160.1,160.2,160.0,160.2,44011.0
2017-10-13 15:30:00,160.1,160.3,160.0,160.2,96254.0
2017-10-13 15:45:00,160.1,160.2,160.0,160.0,66624.0
2017-10-13 16:00:00,160.1,160.1,159.6,159.9,231483.0
2017-10-13 16:15:00,159.9,160.3,159.8,160.3,1002942.0
2017-10-16 09:00:00,160.8,160.9,160.5,160.8,180262.0
2017-10-16 09:15:00,160.8,161.1,160.7,161.1,101427.0
2017-10-16 09:30:00,161.2,161.3,161.0,161.0,94735.0
2017-10-16 09:45:00,161.0,161.1,161.0,161.0,55924.0
2017-10-16 10:00:00,161.0,161.1,161.0,161.0,11148.0
2017-10-16 10:15:00,161.1,161.4,161.1,161.4,54525.0
2017-10-16 10:30:00,161.3,161.3,161.2,161.3,28089.0
2017-10-16 10:45:00,161.2,161.3,161.2,161.3,45786.0
2017-10-16 11:00:00,161.3,161.4,161.3,161.4,12004.0
2017-10-16 11:15:00,161.3,161.6,161.3,161.6,68880.0
2017-10-16 11:30:00,161.5,161.6,161.5,161.5,25473.0
2017-10-16 11:45:00,161.5,161.6,161.5,161.5,60343.0
2017-10-16 12:00:00,161.6,161.6,161.4,161.6,86167.0
2017-10-16 12:15:00,161.6,161.7,161.4,161.5,32757.0
2017-10-16 12:30:00,161.5,161.5,161.4,161.5,52071.0
2017-10-16 12:45:00,161.5,161.5,161.3,161.4,40101.0
2017-10-16 13:00:00,161.4,161.5,161.4,161.5,25858.0
2017-10-16 13:15:00,161.4,161.4,161.4,161.4,47331.0
2017-10-16 13:30:00,161.4,161.4,161.4,161.4,13200.0
2017-10-16 13:45:00,161.5,161.7,161.4,161.7,49855.0
2017-10-16 14:00:00,161.7,161.9,161.7,161.8,70072.0
2017-10-16 14:15:00,161.8,161.9,161.8,161.8,68092.0
2017-10-16 14:30:00,161.9,161.9,161.8,161.8,40515.0
2017-10-16 14:45:00,161.8,161.8,161.7,161.7,53507.0
2017-10-16 15:00:00,161.7,161.8,161.6,161.8,55626.0
2017-10-16 15:15:00,161.8,161.9,161.8,161.8,48400.0
2017-10-16 15:30:00,161.8,161.9,161.7,161.8,75254.0
2017-10-16 15:45:00,161.9,162.2,161.9,162.1,174006.0
2017-10-16 16:00:00,162.1,162.3,162.1,162.3,54453.0
2017-10-16 16:15:00,162.2,162.2,162.1,162.1,620376.0
2017-10-17 09:00:00,162.1,162.2,161.0,161.1,192349.0
2017-10-17 09:15:00,161.2,161.7,161.2,161.7,89916.0
2017-10-17 09:30:00,161.8,162.1,161.8,161.9,86272.0
2017-10-17 09:45:00,161.9,162.0,161.0,161.7,37031.0
2017-10-17 10:00:00,161.7,161.9,161.0,161.9,49683.0
2017-10-17 10:15:00,161.9,161.9,161.8,161.8,37821.0
2017-10-17 10:30:00,161.9,161.9,161.4,161.9,47233.0
2017-10-17 10:45:00,161.9,162.2,161.9,161.9,84375.0
2017-10-17 11:00:00,162.0,162.2,161.8,162.2,83221.0
2017-10-17 11:15:00,162.2,162.2,161.5,162.2,50543.0
2017-10-17 11:30:00,162.2,162.3,162.1,162.2,45306.0
2017-10-17 11:45:00,162.2,162.3,161.9,162.0,100751.0
2017-10-17 12:00:00,162.0,162.0,161.7,161.7,64046.0
2017-10-17 12:15:00,161.6,161.7,160.7,161.0,113624.0
2017-10-17 12:30:00,161.0,161.2,161.0,161.2,22212.0
2017-10-17 12:45:00,161.1,161.3,161.0,161.3,37938.0
2017-10-17 13:00:00,161.4,161.4,161.2,161.3,36125.0
2017-10-17 13:15:00,161.3,161.4,161.2,161.4,33385.0
2017-10-17 13:30:00,161.5,161.7,161.5,161.7,59996.0
2017-10-17 13:45:00,161.7,161.7,161.2,161.2,52813.0
2017-10-17 14:00:00,161.3,161.5,161.3,161.5,29541.0
2017-10-17 14:15:00,161.5,161.5,161.2,161.2,20308.0
2017-10-17 14:30:00,161.3,161.4,161.3,161.4,24723.0
2017-10-17 14:45:00,161.4,161.6,161.4,161.5,36616.0
2017-10-17 15:00:00,161.5,161.7,161.5,161.6,56257.0
2017-10-17 15:15:00,161.6,161.8,161.4,161.6,37219.0
2017-10-17 15:30:00,161.6,161.8,161.5,161.8,131184.0
2017-10-17 15:45:00,161.9,162.1,161.8,162.1,129059.0
2017-10-17 16:00:00,162.0,162.3,162.0,162.3,146205.0
2017-10-17 16:15:00,162.2,162.4,162.0,162.0,1000329.0
2017-10-18 09:00:00,161.1,161.5,160.6,161.4,296139.0
2017-10-18 09:15:00,161.4,161.8,161.3,161.7,116925.0
2017-10-18 09:30:00,161.7,162.0,161.6,161.9,56781.0
2017-10-18 09:45:00,161.9,162.0,161.6,161.6,72455.0
2017-10-18 10:00:00,161.5,161.5,161.3,161.4,115208.0
2017-10-18 10:15:00,161.4,161.4,161.2,161.3,44802.0
2017-10-18 10:30:00,161.3,161.3,161.1,161.2,48192.0
2017-10-18 10:45:00,161.2,161.2,161.0,161.0,72465.0
2017-10-18 11:00:00,161.1,161.2,160.9,161.1,63794.0
2017-10-18 11:15:00,161.2,161.2,161.1,161.2,57531.0
2017-10-18 11:30:00,161.1,161.3,161.1,161.3,73859.0
2017-10-18 11:45:00,161.2,161.2,161.1,161.2,34209.0
2017-10-18 12:00:00,161.1,161.1,160.8,160.9,99978.0
2017-10-18 12:15:00,160.9,161.1,160.9,161.1,36567.0
2017-10-18 12:30:00,161.1,161.2,161.0,161.2,28719.0
2017-10-18 12:45:00,161.2,161.2,161.1,161.2,12230.0
2017-10-18 13:00:00,161.2,161.3,161.2,161.2,20138.0
2017-10-18 13:15:00,161.3,161.3,161.2,161.2,19441.0
2017-10-18 13:30:00,161.3,161.3,161.2,161.2,8183.0
2017-10-18 13:45:00,161.3,161.3,161.0,161.0,31493.0
2017-10-18 14:00:00,160.9,161.0,160.9,161.0,33223.0
2017-10-18 14:15:00,160.9,161.1,160.9,160.9,38643.0
2017-10-18 14:30:00,161.0,161.1,160.9,161.1,38819.0
2017-10-18 14:45:00,161.0,161.5,161.0,161.4,191976.0
2017-10-18 15:00:00,161.4,161.6,161.2,161.3,81180.0
2017-10-18 15:15:00,161.3,161.3,161.1,161.2,14741.0
2017-10-18 15:30:00,161.2,161.4,161.2,161.3,75564.0
2017-10-18 15:45:00,161.3,161.4,161.1,161.4,57419.0
2017-10-18 16:00:00,161.3,161.4,161.2,161.3,69943.0
2017-10-18 16:15:00,161.2,161.3,161.1,161.3,666145.0
2017-10-19 09:00:00,161.0,161.4,161.0,161.3,217154.0
2017-10-19 09:15:00,161.2,161.6,161.1,161.4,243965.0
2017-10-19 09:30:00,161.3,161.5,161.1,161.2,60721.0
2017-10-19 09:45:00,161.3,161.3,161.0,161.1,113114.0
2017-10-19 10:00:00,161.1,161.1,160.5,160.6,201649.0
2017-10-19 10:15:00,160.6,160.7,160.1,160.4,146433.0
2017-10-19 10:30:00,160.4,160.9,160.4,160.7,70630.0
2017-10-19 10:45:00,160.7,161.0,160.7,160.8,59973.0
2017-10-19 11:00:00,160.7,160.9,160.7,160.8,16372.0
2017-10-19 11:15:00,160.9,160.9,160.7,160.7,16285.0
2017-10-19 11:30:00,160.7,160.8,160.6,160.6,38027.0
2017-10-19 11:45:00,160.5,160.6,160.3,160.3,28100.0
2017-10-19 12:00:00,160.3,160.4,160.1,160.2,56808.0
2017-10-19 12:15:00,160.2,160.4,160.2,160.4,19965.0
2017-10-19 12:30:00,160.4,160.4,160.4,160.4,68832.0
2017-10-19 12:45:00,160.3,160.4,160.2,160.3,31422.0
2017-10-19 13:00:00,160.3,160.4,160.2,160.3,18215.0
2017-10-19 13:15:00,160.4,160.4,160.2,160.3,143422.0
2017-10-19 13:30:00,160.3,160.3,160.2,160.2,21437.0
2017-10-19 13:45:00,160.2,160.5,160.2,160.5,46765.0
2017-10-19 14:00:00,160.5,160.6,160.4,160.4,48290.0
2017-10-19 14:15:00,160.3,160.3,159.8,159.9,186855.0
2017-10-19 14:30:00,159.9,159.9,159.7,159.7,79226.0
2017-10-19 14:45:00,159.8,159.9,159.7,159.8,58360.0
2017-10-19 15:00:00,159.8,160.0,159.8,160.0,55907.0
2017-10-19 15:15:00,159.9,160.0,159.7,159.9,101590.0
2017-10-19 15:30:00,159.9,160.2,159.9,159.9,162904.0
2017-10-19 15:45:00,160.0,160.1,159.9,160.1,76662.0
2017-10-19 16:00:00,160.2,160.3,160.1,160.1,108996.0
2017-10-19 16:15:00,160.2,160.6,160.1,160.6,1023933.0
2017-10-20 09:00:00,161.0,161.6,161.0,161.6,118585.0
2017-10-20 09:15:00,161.5,161.9,161.5,161.8,160093.0
2017-10-20 09:30:00,161.8,162.0,161.6,161.7,91613.0
2017-10-20 09:45:00,161.6,161.9,161.6,161.9,52765.0
2017-10-20 10:00:00,161.9,162.3,161.7,162.0,351493.0
2017-10-20 10:15:00,162.0,162.3,162.0,162.3,94189.0
2017-10-20 10:30:00,162.3,162.3,161.7,161.7,102286.0
2017-10-20 10:45:00,161.8,161.9,161.8,161.9,74337.0
2017-10-20 11:00:00,161.9,162.4,161.7,162.1,202950.0
2017-10-20 11:15:00,162.1,162.3,161.9,162.2,67474.0
2017-10-20 11:30:00,162.2,162.4,162.1,162.1,77776.0
2017-10-20 11:45:00,162.1,162.4,162.0,162.4,94952.0
2017-10-20 12:00:00,162.3,162.3,162.1,162.3,35656.0
2017-10-20 12:15:00,162.3,162.4,162.2,162.4,66430.0
2017-10-20 12:30:00,162.4,162.7,162.3,162.7,88237.0
2017-10-20 12:45:00,162.7,163.0,162.6,162.8,96907.0
2017-10-20 13:00:00,162.8,162.8,162.4,162.5,76569.0
2017-10-20 13:15:00,162.5,162.6,162.4,162.6,48504.0
2017-10-20 13:30:00,162.6,162.6,162.2,162.3,111904.0
2017-10-20 13:45:00,162.3,162.3,162.2,162.2,71245.0
2017-10-20 14:00:00,162.2,162.5,162.2,162.5,96876.0
2017-10-20 14:15:00,162.5,162.5,162.4,162.5,38641.0
2017-10-20 14:30:00,162.5,162.5,162.3,162.4,53338.0
2017-10-20 14:45:00,162.4,162.4,162.2,162.2,67305.0
2017-10-20 15:00:00,162.2,162.3,162.0,162.3,85023.0
2017-10-20 15:15:00,162.3,162.5,162.3,162.3,90839.0
2017-10-20 15:30:00,162.3,162.5,162.2,162.4,123682.0
2017-10-20 15:45:00,162.4,162.7,162.4,162.7,98680.0
2017-10-20 16:00:00,162.7,162.9,162.7,162.9,173492.0
2017-10-20 16:15:00,163.0,163.2,162.9,163.1,1123683.0
